time_val,tp
2019-03-04,1.4117106294703197e-05
2019-03-05,0.002324616836531297
2019-03-06,0.0
2019-03-07,0.0
2019-03-08,3.137134732156266e-06
2019-03-09,2.3528510491171994e-05
2019-03-10,0.0022791283829149897
2019-03-11,1.8822808392937596e-05
2019-03-12,0.0
2019-03-13,0.0
2019-03-14,2.8234212589406393e-05
2019-03-15,4.078275151803146e-05
2019-03-16,1.4117106294703197e-05
2019-03-17,0.0
2019-03-18,6.901696410752112e-05
2019-03-19,0.018135775886623254
2019-03-20,0.0009834917385324674
2019-03-21,0.0
2019-03-22,2.195994312509386e-05
2019-03-23,3.9214184151953324e-05
2019-03-24,0.0
2019-03-25,0.0
2019-03-26,0.0
2019-03-27,0.00012077968718816195
2019-03-28,0.0018038524709925868
2019-03-29,4.078275151803146e-05
2019-03-30,2.5097077857250127e-05
2019-03-31,0.0
2019-04-01,2.039137575901573e-05
2019-04-02,2.8234212589406393e-05
2019-04-03,4.705702098234399e-06
2019-04-04,2.5097077857250127e-05
2019-04-05,2.666564522332826e-05
2019-04-06,0.00010509401352735981
2019-04-07,0.0
2019-04-08,0.11471246861620242
2019-04-09,0.09737979922101236
2019-04-10,0.0012187768434445481
2019-04-11,0.004939418635787604
2019-04-12,2.666564522332826e-05
2019-04-13,0.03392654356095612
2019-04-14,6.274269464312532e-06
2019-04-15,4.705702098234399e-06
2019-04-16,0.0001145054177238286
2019-04-17,2.5097077857250127e-05
2019-04-18,1.7254241026859463e-05
2019-04-19,3.607704941979706e-05
2019-04-20,0.0014744533241156932
2019-04-21,1.4117106294703197e-05
2019-04-22,0.007714214306384103
2019-04-23,0.003024197881803241
2019-04-24,0.1208032156986932
2019-04-25,0.015163340727900605
2019-04-26,0.0
2019-04-27,0.05258935808258246
2019-04-28,3.9214184151953324e-05
2019-04-29,4.5488453616265856e-05
2019-04-30,2.666564522332826e-05
2019-05-01,2.039137575901573e-05
2019-05-02,2.8234212589406393e-05
2019-05-03,1.097997156254693e-05
2019-05-04,0.0004846873161188925
2019-05-05,0.004078275151809425
2019-05-06,1.568567366078133e-05
2019-05-07,0.0
2019-05-08,2.8234212589406393e-05
2019-05-09,3.764561678588907e-05
2019-05-10,0.03530688284310697
2019-05-11,6.587982937537873e-05
2019-05-12,0.01801029049733676
2019-05-13,2.666564522332826e-05
2019-05-14,2.5097077857250127e-05
2019-05-15,6.744839674135972e-05
2019-05-16,1.4117106294703197e-05
2019-05-17,0.0095306153163053
2019-05-18,2.195994312509386e-05
2019-05-19,1.7254241026859463e-05
2019-05-20,1.8822808392937596e-05
2019-05-21,2.039137575901573e-05
2019-05-22,2.3528510491171994e-05
2019-05-23,2.039137575901573e-05
2019-05-24,0.0
2019-05-25,0.00017567954500097294
2019-05-26,0.017375020714074194
2019-05-27,0.0
2019-05-28,7.842836830390665e-06
2019-05-29,2.195994312509386e-05
2019-05-30,0.00029175353009094906
2019-05-31,1.4117106294703197e-05
2019-06-01,0.003079097739616045
2019-06-02,0.013546147773471517
2019-06-03,0.00041253321727918735
2019-06-04,0.021713678048652957
2019-06-05,0.11117221207095865
2019-06-06,0.001303479481212906
2019-06-07,0.018807122719305715
2019-06-08,0.0006180155422357211
2019-06-09,1.568567366078133e-05
2019-06-10,9.411404196468798e-06
2019-06-11,1.7254241026859463e-05
2019-06-12,9.411404196468798e-06
2019-06-13,0.0004846873161188925
2019-06-14,0.00040469038044874117
2019-06-15,0.0
2019-06-16,2.039137575901573e-05
2019-06-17,2.666564522332826e-05
2019-06-18,2.039137575901573e-05
2019-06-19,0.016592305598399984
2019-06-20,0.03285834918465522
2019-06-21,0.009361210040768661
2019-06-22,0.0
2019-06-23,2.3528510491171994e-05
2019-06-24,2.666564522332826e-05
2019-06-25,1.568567366078133e-05
2019-06-26,4.705702098234399e-06
2019-06-27,0.009452186948001352
2019-06-28,0.24386673697190858
2019-06-29,2.3528510491171994e-05
2019-06-30,0.0
2019-07-01,2.195994312509386e-05
2019-07-02,0.0008705548881746267
2019-07-03,0.0
2019-07-04,0.0
2019-07-05,0.05830364899721385
2019-07-06,0.15306394071687174
2019-07-07,0.009838054520057149
2019-07-08,0.0066052371785651695
2019-07-09,0.04353245011083333
2019-07-10,0.03337597641546181
2019-07-11,0.016906019071616048
2019-07-12,0.0076263745338835814
2019-07-13,0.00016469957343844682
2019-07-14,0.10839271069826391
2019-07-15,0.00015685673660802146
2019-07-16,0.040282378528314455
2019-07-17,0.01870830297524262
2019-07-18,3.137134732156266e-05
2019-07-19,2.3528510491171994e-05
2019-07-20,0.002404613772201393
2019-07-21,2.039137575901573e-05
2019-07-22,0.026800542016852176
2019-07-23,0.036263708936416145
2019-07-24,0.0012595595949626767
2019-07-25,0.03012904196767508
2019-07-26,1.568567366078133e-06
2019-07-27,0.024428868159338382
2019-07-28,0.032361113329607685
2019-07-29,0.19695716132190372
2019-07-30,0.008013810673305505
2019-07-31,2.352851049119281e-05
2019-08-01,0.20105896498420434
2019-08-02,0.4469083711068388
2019-08-03,0.014584539369816858
2019-08-04,0.010181570773228746
2019-08-05,0.11210550965377657
2019-08-06,0.06078512257035326
2019-08-07,0.4906117950605748
2019-08-08,0.008431049592682906
2019-08-09,0.08625708802813527
2019-08-10,0.35491346365358073
2019-08-11,1.4565230305540466
2019-08-12,0.06144862656620534
2019-08-13,0.0014352391399636288
2019-08-14,0.003207720263634646
2019-08-15,0.00033410484897514886
2019-08-16,0.0016030758481342111
2019-08-17,0.0
2019-08-18,0.0
2019-08-19,0.0
2019-08-20,0.002454807927916011
2019-08-21,2.3528510491171994e-05
2019-08-22,0.0
2019-08-23,6.274269464312532e-06
2019-08-24,0.014030835089590438
2019-08-25,0.029805917090262514
2019-08-26,0.0015450388555893063
2019-08-27,0.0004329245930382239
2019-08-28,9.411404196468798e-06
2019-08-29,0.0
2019-08-30,2.5097077857250127e-05
2019-08-31,0.0
2019-09-01,0.0002039137575904279
2019-09-02,5.803699254489092e-05
2019-09-03,7.999693567010274e-05
2019-09-04,2.8234212589406393e-05
2019-09-05,7.842836830390665e-06
2019-09-06,0.0
2019-09-07,0.0
2019-09-08,3.137134732156266e-06
2019-09-09,0.00022744226808166929
2019-09-10,0.011618378480558585
2019-09-11,0.18157422116275176
2019-09-12,0.006147215507669591
2019-09-13,0.035724121762484365
2019-09-14,0.00036861333102891636
2019-09-15,0.0
2019-09-16,0.0
2019-09-17,7.842836830390665e-06
2019-09-18,6.274269464312532e-06
2019-09-19,0.0
2019-09-20,0.00011293685035779211
2019-09-21,0.0
2019-09-22,0.0
2019-09-23,2.9802779955484526e-05
2019-09-24,0.0
2019-09-25,2.8234212589406393e-05
2019-09-26,0.0
2019-09-27,3.137134732156266e-06
2019-09-28,0.00042665032357384197
2019-09-29,0.0
2019-09-30,0.0
2019-10-01,6.274269464312532e-06
2019-10-02,2.666564522332826e-05
2019-10-03,2.195994312509386e-05
2019-10-04,0.06659980179641384
2019-10-05,1.8822808392937596e-05
2019-10-06,0.1391178082650496
2019-10-07,0.0
2019-10-08,7.842836830390665e-06
2019-10-09,0.07491164026927469
2019-10-10,0.004882950210608722
2019-10-11,0.005196663683824827
2019-10-12,2.666564522332826e-05
2019-10-13,0.0
2019-10-14,0.0
2019-10-15,2.9802779955484526e-05
2019-10-16,0.006933067758075971
2019-10-17,2.039137575901573e-05
2019-10-18,9.568260933089795e-05
2019-10-19,2.5097077857250127e-05
2019-10-20,1.097997156254693e-05
2019-10-21,0.0
2019-10-22,0.0003293991468769075
2019-10-23,0.00010195687879521742
2019-10-24,0.011326624950467601
2019-10-25,1.097997156254693e-05
2019-10-26,0.0
2019-10-27,0.0
2019-10-28,4.705702098234399e-06
2019-10-29,2.5097077857250127e-05
2019-10-30,9.411404196468798e-06
2019-10-31,0.0
2019-11-01,2.8234212589406393e-05
2019-11-02,0.06841306567160296
2019-11-03,0.003344185624483624
2019-11-04,0.0
2019-11-05,2.3528510491171994e-05
2019-11-06,0.0
2019-11-07,0.0
2019-11-08,1.097997156254693e-05
2019-11-09,0.02558960801023797
2019-11-10,3.137134732156266e-06
2019-11-11,1.097997156254693e-05
2019-11-12,0.012924995096503675
2019-11-13,0.0
2019-11-14,2.039137575901573e-05
2019-11-15,0.0
2019-11-16,0.05625823715184483
2019-11-17,0.0016705242448757512
2019-11-18,0.0
2019-11-19,0.0
2019-11-20,0.00013646536084897798
2019-11-21,1.8822808392937596e-05
2019-11-22,3.607704941983869e-05
2019-11-23,0.009100827857999289
2019-11-24,0.006749545376244587
2019-11-25,2.666564522332826e-05
2019-11-26,1.568567366078133e-06
2019-11-27,3.6077049419810936e-05
2019-11-28,0.0
2019-11-29,0.00010823114825950914
2019-11-30,0.006440537605126667
2019-12-01,2.195994312509386e-05
2019-12-02,2.195994312509386e-05
2019-12-03,2.039137575901573e-05
2019-12-04,0.0
2019-12-05,0.0
2019-12-06,0.0
2019-12-07,0.0
2019-12-08,0.0
2019-12-09,1.7254241026859463e-05
2019-12-10,0.0
2019-12-11,2.8234212589406393e-05
2019-12-12,0.006809150936155625
2019-12-13,2.039137575901573e-05
2019-12-14,4.705702098234399e-06
2019-12-15,0.08206117032386981
2019-12-16,0.01635702049348789
2019-12-17,2.3528510491171994e-05
2019-12-18,2.3528510491171994e-05
2019-12-19,0.0
2019-12-20,0.0
2019-12-21,0.0
2019-12-22,2.8234212589406393e-05
2019-12-23,0.0
2019-12-24,0.0005740956559854571
2019-12-25,0.06805856944686878
2019-12-26,3.764561678587519e-05
2019-12-27,0.0
2019-12-28,2.195994312509386e-05
2019-12-29,7.37226662057347e-05
2019-12-30,2.666564522332826e-05
2019-12-31,1.5378141644865895e-05
2020-01-01,8.827247451125009e-06
2020-01-02,2.2698636302928565e-05
2020-01-03,2.2698636302928565e-05
2020-01-04,5.044141400633445e-05
2020-01-05,0.12212749055665797
2020-01-06,0.0266255003832156
2020-01-07,0.12106443775647568
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,0.0
2020-01-11,6.683487355838014e-05
2020-01-12,0.00010592696941321561
2020-01-13,0.0026380859525285474
2020-01-14,0.0
2020-01-15,2.9003813053700422e-05
2020-01-16,0.0013266091883652534
2020-01-17,0.00013493078246682583
2020-01-18,1.5132424201952377e-05
2020-01-19,1.7654494902277773e-05
2020-01-20,0.0
2020-01-21,7.5662121009761885e-06
2020-01-22,1.0088282801287707e-05
2020-01-23,6.30517675081349e-06
2020-01-24,0.0
2020-01-25,0.0
2020-01-26,0.001464062041532363
2020-01-27,6.3051767508065515e-06
2020-01-28,0.0010390931285294489
2020-01-29,0.00032408608499044644
2020-01-30,8.827247451138887e-06
2020-01-31,0.0
2020-02-01,0.0002585122467822637
2020-02-02,0.0026153873162257646
2020-02-03,3.026484840385618e-05
2020-02-04,0.0
2020-02-05,0.0021916794385729854
2020-02-06,0.004933170289814347
2020-02-07,7.944522705992385e-05
2020-02-08,2.1437600952765867e-05
2020-02-09,0.0
2020-02-10,0.0
2020-02-11,2.017656560260317e-05
2020-02-12,2.017656560260317e-05
2020-02-13,0.007074408314380984
2020-02-14,0.12117288679658912
2020-02-15,6.30517675081349e-06
2020-02-16,6.30517675081349e-06
2020-02-17,1.261035350162698e-05
2020-02-18,0.0
2020-02-19,1.5132424201952377e-05
2020-02-20,0.006224470488375121
2020-02-21,0.00030264848403771527
2020-02-22,2.1437600952765867e-05
2020-02-23,2.017656560260317e-05
2020-02-24,0.22966228004129874
2020-02-25,0.0002131149741766286
2020-02-26,1.891553025244047e-05
2020-02-27,0.0440908399828905
2020-02-28,1.5132424201910744e-05
2020-02-29,0.0004615389381575144
2020-03-01,0.0073909281872704125
2020-03-02,1.6393459552115075e-05
2020-03-03,2.2698636302928565e-05
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,0.008395973361345538
2020-03-07,1.6393459552108136e-05
2020-03-08,0.0014930658545859662
2020-03-09,0.033377083647956295
2020-03-10,0.00032408608499046726
2020-03-11,2.1437600952765867e-05
2020-03-12,0.0234022940282142
2020-03-13,0.0
2020-03-14,1.6393459552115075e-05
2020-03-15,0.0
2020-03-16,0.0
2020-03-17,8.827247451138887e-06
2020-03-18,1.5132424201952377e-05
2020-03-19,1.1349318151464283e-05
2020-03-20,2.017656560260317e-05
2020-03-21,2.2698636302928565e-05
2020-03-22,0.0
2020-03-23,0.00028751605983581147
2020-03-24,0.0010592696941320034
2020-03-25,0.0006090800741259395
2020-03-26,0.015600268316792683
2020-03-27,0.0
2020-03-28,2.1437600952765867e-05
2020-03-29,8.827247451138887e-06
2020-03-30,0.0
2020-03-31,1.8915530252412716e-05
2020-04-01,0.004428756149751516
2020-04-02,0.0024035333773993403
2020-04-03,8.827247451138887e-06
2020-04-04,1.7654494902277773e-05
2020-04-05,1.891553025244047e-05
2020-04-06,0.0
2020-04-07,0.00025599017608189667
2020-04-08,0.05656121856059335
2020-04-09,0.246159144492053
2020-04-10,0.05068227175816127
2020-04-11,0.0014237089103273162
2020-04-12,2.395967165304269e-05
2020-04-13,1.6393459552115075e-05
2020-04-14,0.0
2020-04-15,0.07134811907653466
2020-04-16,0.0014501906526806913
2020-04-17,1.891553025244047e-05
2020-04-18,0.016413636117643966
2020-04-19,0.021080727948575163
2020-04-20,2.017656560260317e-05
2020-04-21,2.522070700325396e-06
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,6.30517675081349e-06
2020-04-25,1.5132424201952377e-05
2020-04-26,0.0025081993114623377
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,7.5662121009761885e-06
2020-04-30,2.522070700325396e-06
2020-05-01,2.017656560260317e-05
2020-05-02,1.6393459552115075e-05
2020-05-03,0.023635585567993285
2020-05-04,0.02032788984453139
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,0.2472600283527401
2020-05-08,0.026161439374357852
2020-05-09,0.008493073083307635
2020-05-10,0.00742749821242495
2020-05-11,0.0048209381436503385
2020-05-12,2.2698636302928565e-05
2020-05-13,0.0011778070170466726
2020-05-14,0.00032913022639109724
2020-05-15,1.6393459552115075e-05
2020-05-16,0.08995721773880194
2020-05-17,0.12404804739494708
2020-05-18,5.0441414006369145e-05
2020-05-19,0.0
2020-05-20,1.891553025244047e-05
2020-05-21,0.0033896630212221224
2020-05-22,0.0
2020-05-23,0.0
2020-05-24,8.827247451138887e-06
2020-05-25,0.00029508227193680153
2020-05-26,4.539727260574611e-05
2020-05-27,1.5132424201952377e-05
2020-05-28,6.30517675081349e-06
2020-05-29,0.0
2020-05-30,0.00033417436779169946
2020-05-31,2.648174235341666e-05
2020-06-01,0.019233311160595075
2020-06-02,1.6393459552115075e-05
2020-06-03,5.044141400650792e-06
2020-06-04,1.891553025244047e-05
2020-06-05,0.0
2020-06-06,3.657002515462804e-05
2020-06-07,0.0
2020-06-08,0.00011853732291476626
2020-06-09,2.9003813053693484e-05
2020-06-10,2.9003813053742056e-05
2020-06-11,0.004800761578047839
2020-06-12,1.7654494902277773e-05
2020-06-13,9.836075731227412e-05
2020-06-14,3.7831060504880942e-06
2020-06-15,2.017656560260317e-05
2020-06-16,0.016432551647896282
2020-06-17,0.051571301680021976
2020-06-18,0.00011853732291480096
2020-06-19,2.1437600952765867e-05
2020-06-20,0.0
2020-06-21,0.0
2020-06-22,0.007308960889510177
2020-06-23,0.007554862782790821
2020-06-24,0.02189787885547685
2020-06-25,0.1946206297311352
2020-06-26,0.008495595154007968
2020-06-27,0.00105296451738119
2020-06-28,0.08313501649445243
2020-06-29,0.1797126698215788
2020-06-30,4.9180378656213386e-05
2020-07-01,1.0088282801301585e-05
2020-07-02,0.2635803478544724
2020-07-03,0.01916647628703675
2020-07-04,0.0612901011236822
2020-07-05,0.010650704567426346
2020-07-06,0.00229760640798618
2020-07-07,0.0
2020-07-08,0.003297607440660745
2020-07-09,0.23570137833320073
2020-07-10,0.0005132413875139422
2020-07-11,0.014186647689266633
2020-07-12,0.0021185393882638265
2020-07-13,0.0056897914999085725
2020-07-14,0.0018663323182324387
2020-07-15,0.0001677177015709727
2020-07-16,0.0002496849993311179
2020-07-17,0.00012484249966554506
2020-07-18,0.0016960925459613072
2020-07-19,0.0008537209320563996
2020-07-20,3.4047954454295704e-05
2020-07-21,0.00014249699456780202
2020-07-22,0.427479634385082
2020-07-23,0.0
2020-07-24,0.0
2020-07-25,0.008080714523806286
2020-07-26,0.030389690903434338
2020-07-27,0.011494337216681368
2020-07-28,0.0009798244670720865
2020-07-29,0.001177807017046728
2020-07-30,4.665830795583248e-05
2020-07-31,0.020884006433950608
2020-08-01,0.07114383134980926
2020-08-02,0.00875032429473964
2020-08-03,0.1842397867286425
2020-08-04,0.03603912927213785
2020-08-05,0.06647547848352793
2020-08-06,1.2291223285506065
2020-08-07,0.013393456454017898
2020-08-08,0.00448171963445812
2020-08-09,0.0004401013372048179
2020-08-10,0.00838336300784396
2020-08-11,0.005249690162703803
2020-08-12,0.4094543950899373
2020-08-13,0.32854888909456265
2020-08-14,0.11730907448370793
2020-08-15,0.05770245555248546
2020-08-16,0.0005485503773183381
2020-08-17,0.0018095857274754018
2020-08-18,0.006725101522387492
2020-08-19,0.10165584268220873
2020-08-20,0.1414579014392151
2020-08-21,1.5132424201952377e-05
2020-08-22,5.044141400650792e-06
2020-08-23,0.011042886561325162
2020-08-24,0.24610618100734646
2020-08-25,0.0
2020-08-26,0.0015510734806931728
2020-08-27,0.0005825983317725436
2020-08-28,0.00020554876207567324
2020-08-29,0.0
2020-08-30,0.0
2020-08-31,0.005293826399959269
2020-09-01,0.0
2020-09-02,0.0005510724480186774
2020-09-03,0.0
2020-09-04,2.1437600952765867e-05
2020-09-05,2.1437600952765867e-05
2020-09-06,5.044141400650792e-06
2020-09-07,0.033039126174114274
2020-09-08,7.314005030917281e-05
2020-09-09,0.0027414908512414446
2020-09-10,1.891553025244047e-05
2020-09-11,0.0005498114126685008
2020-09-12,0.021225747013843152
2020-09-13,0.0019470385806424906
2020-09-14,0.035760440459753136
2020-09-15,0.04334935119699813
2020-09-16,0.0
2020-09-17,1.261035350162698e-06
2020-09-18,2.6481742353395843e-05
2020-09-19,0.0
2020-09-20,1.261035350162698e-05
2020-09-21,0.0
2020-09-22,0.0007112239374886253
2020-09-23,0.0258676181377712
2020-09-24,0.012013883780946102
2020-09-25,0.0056582656161546785
2020-09-26,0.0
2020-09-27,0.0
2020-09-28,0.0035321600157898966
2020-09-29,0.002686005295834508
2020-09-30,2.6481742353395843e-05
2020-10-01,0.015651970766149097
2020-10-02,0.0
2020-10-03,4.539727260574611e-05
2020-10-04,0.0
2020-10-05,0.0
2020-10-06,2.017656560260317e-05
2020-10-07,0.0
2020-10-08,1.7654494902256956e-05
2020-10-09,1.261035350162698e-06
2020-10-10,0.007041621395276948
2020-10-11,0.0003303912617411836
2020-10-12,2.6481742353368087e-05
2020-10-13,0.040093357922892654
2020-10-14,0.031461570951067795
2020-10-15,2.5220707003184573e-06
2020-10-16,0.0016872652985101128
2020-10-17,2.522070700325396e-06
2020-10-18,0.0
2020-10-19,7.5662121009761885e-06
2020-10-20,0.0
2020-10-21,0.0
2020-10-22,0.0
2020-10-23,3.7831060504880942e-06
2020-10-24,0.0003177809082395844
2020-10-25,3.7831060504880942e-06
2020-10-26,0.0
2020-10-27,0.0
2020-10-28,0.0013820947437721137
2020-10-29,0.00248171756910906
2020-10-30,5.800762610728982e-05
2020-10-31,9.962179266243681e-05
2020-11-01,0.0
2020-11-02,0.0
2020-11-03,0.0
2020-11-04,2.1437600952765867e-05
2020-11-05,0.0
2020-11-06,4.0353131205109194e-05
2020-11-07,2.1437600952765867e-05
2020-11-08,0.0
2020-11-09,2.1437600952717295e-05
2020-11-10,1.0088282801301585e-05
2020-11-11,0.0
2020-11-12,7.5662121009761885e-06
2020-11-13,2.017656560260317e-05
2020-11-14,0.0
2020-11-15,6.30517675081349e-06
2020-11-16,6.305176750791286e-05
2020-11-17,0.30681242276390586
2020-11-18,0.03021692906046284
2020-11-19,0.0027856270884968823
2020-11-20,0.0030643159008815965
2020-11-21,0.0189130081816552
2020-11-22,6.0529696807642974e-05
2020-11-23,1.261035350162698e-05
2020-11-24,1.7654494902277773e-05
2020-11-25,4.665830795588105e-05
2020-11-26,0.0002395967165298718
2020-11-27,0.0008486767906557419
2020-11-28,0.0
2020-11-29,0.0
2020-11-30,0.0
2020-12-01,0.03702399788061046
2020-12-02,0.003349309890017124
2020-12-03,0.0
2020-12-04,1.6393459552115075e-05
2020-12-05,0.0
2020-12-06,1.7654494902277773e-05
2020-12-07,0.0
2020-12-08,0.0
2020-12-09,0.0001752839136718934
2020-12-10,0.0
2020-12-11,0.0
2020-12-12,0.0
2020-12-13,1.7654494902277773e-05
2020-12-14,1.7654494902277773e-05
2020-12-15,0.0
2020-12-16,1.639345955208038e-05
2020-12-17,2.522070700325396e-06
2020-12-18,7.5662121009761885e-06
2020-12-19,0.0
2020-12-20,2.2698636302928565e-05
2020-12-21,2.9003813053693484e-05
2020-12-22,0.0
2020-12-23,7.5662121009761885e-06
2020-12-24,0.0
2020-12-25,1.3871388851789679e-05
2020-12-26,1.3871388851754984e-05
2020-12-27,1.891553025244047e-05
2020-12-28,0.02488905470604935
2020-12-29,4.791934330608538e-05
2020-12-30,1.6393459552115075e-05
2020-12-31,2.0340927327840153e-05
2021-01-01,0.0
2021-01-02,0.0
2021-01-03,1.4253970753996814e-05
2021-01-04,1.5679367829396496e-05
2021-01-05,1.853016198019586e-05
2021-01-06,1.4253970753996814e-05
2021-01-07,0.0
2021-01-08,1.2828573678597133e-05
2021-01-09,1.853016198019586e-05
2021-01-10,1.853016198019586e-05
2021-01-11,1.7104764904796177e-05
2021-01-12,1.7104764904796177e-05
2021-01-13,8.552382452398088e-06
2021-01-14,2.5657147357194265e-05
2021-01-15,0.0
2021-01-16,0.0
2021-01-17,0.0
2021-01-18,0.0
2021-01-19,0.0
2021-01-20,1.1403176603197451e-05
2021-01-21,2.850794150799363e-06
2021-01-22,3.4209529809592354e-05
2021-01-23,0.0
2021-01-24,3.706032396038478e-05
2021-01-25,0.010232925604291884
2021-01-26,0.0
2021-01-27,0.0
2021-01-28,1.4253970753996814e-05
2021-01-29,1.1403176603197451e-05
2021-01-30,1.7104764904796177e-05
2021-01-31,0.0
2021-02-01,1.7104764904796177e-05
2021-02-02,5.701588301598726e-06
2021-02-03,1.995555905559554e-05
2021-02-04,2.138095613099522e-05
2021-02-05,1.995555905559554e-05
2021-02-06,2.138095613099522e-05
2021-02-07,4.276191226199044e-06
2021-02-08,0.0
2021-02-09,1.995555905559554e-05
2021-02-10,0.0
2021-02-11,0.0
2021-02-12,2.4231750281794584e-05
2021-02-13,0.032809789881542144
2021-02-14,0.015052193116217069
2021-02-15,7.126985376998407e-06
2021-02-16,2.5657147357194265e-05
2021-02-17,1.995555905559554e-05
2021-02-18,0.0
2021-02-19,0.0
2021-02-20,0.0
2021-02-21,0.0
2021-02-22,2.993333858339331e-05
2021-02-23,0.002263530555734153
2021-02-24,0.14067101197408602
2021-02-25,0.0006471302722312888
2021-02-26,9.97777952779777e-06
2021-02-27,0.00047893341733418193
2021-02-28,0.2523779553760573
2021-03-01,0.005626042256601238
2021-03-02,0.0
2021-03-03,0.0
2021-03-04,0.0
2021-03-05,0.0005388000945009616
2021-03-06,0.0009265080990096264
2021-03-07,1.853016198019586e-05
2021-03-08,0.0
2021-03-09,0.0
2021-03-10,0.0016591621957648406
2021-03-11,0.029378859121055874
2021-03-12,0.0
2021-03-13,3.84857210357914e-05
2021-03-14,0.009312119093583919
2021-03-15,0.006743553563714304
2021-03-16,0.0
2021-03-17,0.0013968891338913547
2021-03-18,0.016986456947534007
2021-03-19,0.02972950680160414
2021-03-20,7.126985376998407e-06
2021-03-21,1.5679367829396496e-05
2021-03-22,0.0
2021-03-23,0.0
2021-03-24,1.995555905559554e-05
2021-03-25,0.0001268603397105439
2021-03-26,0.11127789888227613
2021-03-27,0.01162553854695704
2021-03-28,8.552382452398088e-06
2021-03-29,0.020046784468416436
2021-03-30,1.4253970753996814e-05
2021-03-31,2.2806353206394903e-05
2021-04-01,2.2806353206394903e-05
2021-04-02,0.08503918951832495
2021-04-03,0.004591203979861215
2021-04-04,2.850794150799363e-06
2021-04-05,7.126985376998407e-06
2021-04-06,0.0
2021-04-07,0.0
2021-04-08,0.0
2021-04-09,0.0
2021-04-10,0.0
2021-04-11,0.00035207307762362416
2021-04-12,0.002172305142908601
2021-04-13,0.0
2021-04-14,0.0
2021-04-15,0.010083258911374932
2021-04-16,5.844128009138694e-05
2021-04-17,0.0
2021-04-18,0.0
2021-04-19,0.0
2021-04-20,0.0011688256018274612
2021-04-21,0.026707665001757537
2021-04-22,0.021316813262597212
2021-04-23,4.276191226199044e-05
2021-04-24,0.0004361715050721776
2021-04-25,0.003671822866228719
2021-04-26,0.059310772307366796
2021-04-27,7.126985376998407e-06
2021-04-28,0.0
2021-04-29,0.0019157336693367347
2021-04-30,0.0030204164027712657
2021-05-01,0.0
2021-05-02,0.003338279950585256
2021-05-03,0.04685850345667811
2021-05-04,4.276191226199044e-06
2021-05-05,1.7104764904796177e-05
2021-05-06,0.0005416508886517679
2021-05-07,0.0
2021-05-08,0.0032071434196485407
2021-05-09,0.07018512659558837
2021-05-10,1.1403176603197451e-05
2021-05-11,3.5634926884992035e-05
2021-05-12,1.853016198019586e-05
2021-05-13,1.853016198019586e-05
2021-05-14,0.009226595269059987
2021-05-15,0.055609016102554656
2021-05-16,0.0030489243442792524
2021-05-17,1.853016198019586e-05
2021-05-18,2.5657147357194265e-05
2021-05-19,2.2806353206394903e-05
2021-05-20,0.0009236573048587368
2021-05-21,0.0002152349583853519
2021-05-22,0.001178803381355259
2021-05-23,0.0
2021-05-24,2.4231750281794584e-05
2021-05-25,0.0
2021-05-26,0.019587806610137787
