time_val,wind_speed,wind_direction
2019-01-01,22.92407329870881,182.09854795852385
2019-01-02,99.39323339704325,180.19637986694724
2019-01-03,72.10934120815627,180.151916285936
2019-01-04,141.15494040006868,177.66256227599402
2019-01-05,75.94230078182585,177.9831926880748
2019-01-06,50.38662785973179,180.61877597029556
2019-01-07,93.62112164562095,177.79337810328892
2019-01-08,142.9368788654004,177.84301199115862
2019-01-09,141.81967377386917,180.5649242800682
2019-01-10,133.98437264754276,180.50752574884584
2019-01-11,96.43538791344795,180.4427090885756
2019-01-12,117.341177553338,180.5696909075146
2019-01-13,37.945638009126476,178.76203965792706
2019-01-14,77.76257190776649,182.94957015363352
2019-01-15,92.99319339351338,177.02184539184464
2019-01-16,157.5458485259436,180.62436969756314
2019-01-17,153.13878574532663,180.30608948778902
2019-01-18,55.527244981621784,179.96422221433795
2019-01-19,128.33773718299418,177.2810689375024
2019-01-20,86.16324882815023,181.6559494711572
2019-01-21,149.52810407938242,180.85735532400474
2019-01-22,107.35249188433862,180.71724694562263
2019-01-23,44.14506674900671,179.01257579002916
2019-01-24,71.26322996412998,178.20586613365822
2019-01-25,134.06545305495038,177.41987296403173
2019-01-26,124.20083855600392,180.40998090034648
2019-01-27,59.729910244375446,180.44500081787683
2019-01-28,73.85830496285746,179.52636608736762
2019-01-29,184.98279985375953,180.25994118302896
2019-01-30,171.38125204493798,177.60880408342643
2019-01-31,97.46309457044565,181.04947400664767
2019-02-01,202.23471160595028,180.2920059255636
2019-02-02,46.29682291284912,180.7917514396968
2019-02-03,82.18842460954541,180.8328317053141
2019-02-04,241.4982717312743,180.30311818248063
2019-02-05,5.874832335200218,179.906782976659
2019-02-06,200.326349983222,177.60887336235703
2019-02-07,154.99639593209534,177.71102047903406
2019-02-08,38.571845332042805,183.1402094890091
2019-02-09,110.58905540708479,177.77526296693318
2019-02-10,128.42442120876848,180.4814130937441
2019-02-11,122.13612622254465,180.11558683203222
2019-02-12,70.77508908213498,177.75433608138187
2019-02-13,177.04249002690622,178.0926977436818
2019-02-14,52.718797046439235,180.8049061285689
2019-02-15,112.61842434643833,176.9380074334319
2019-02-16,94.10711345406915,176.95446617243311
2019-02-17,30.787242872070404,180.18828715647172
2019-02-18,60.16938553189099,180.40833208331728
2019-02-19,64.29779483031334,180.83229917604228
2019-02-20,35.53838883954223,177.85875201428212
2019-02-21,26.737332423725025,178.3666886748114
2019-02-22,37.08577050973603,177.45982626771266
2019-02-23,25.923105969862636,180.09214124816236
2019-02-24,89.51650045992757,180.47812976451718
2019-02-25,53.047760368548545,179.03237290147334
2019-02-26,100.0417715798186,180.3889491560474
2019-02-27,98.82431556946526,180.61077310706654
2019-02-28,127.59733677903878,180.4147754484936
2019-03-01,33.79930736114506,180.18514136503737
2019-03-02,101.01732137187264,180.65567566075165
2019-03-03,129.52746321527002,180.45783096018513
2019-03-04,151.23048716793195,180.19386641619545
2019-03-05,62.03085868030319,183.12217894462336
2019-03-06,147.85426410659144,177.45190651624102
2019-03-07,106.68597329067265,180.52066057855865
2019-03-08,153.13139517285788,180.15521549771216
2019-03-09,35.208003304760254,179.76763626823768
2019-03-10,65.19364345755599,181.26243755823432
2019-03-11,59.29530187696696,182.29838482821881
2019-03-12,59.232482489434744,181.38216040822306
2019-03-13,130.81952775609358,180.7959688282028
2019-03-14,53.0532308642167,181.7330176306912
2019-03-15,93.10705260166259,179.96400601353793
2019-03-16,67.35989584222956,178.3745243801511
2019-03-17,172.4104466266155,179.96382589291275
2019-03-18,191.1578721465716,180.34851112821113
2019-03-19,123.78313072751652,179.94827570997
2019-03-20,80.47757206011471,182.74830203869917
2019-03-21,81.82219298823769,177.46165202789058
2019-03-22,87.4628561879524,180.86510021588992
2019-03-23,36.51007542841338,180.45552448776488
2019-03-24,183.14290170126324,180.48692121525215
2019-03-25,120.45234096217627,180.3676618648635
2019-03-26,154.51964273577613,180.493198888149
2019-03-27,146.669720058212,178.11824224341174
2019-03-28,97.63743228475298,178.033422449474
2019-03-29,74.19390288222361,182.40217786882621
2019-03-30,86.23114252288346,182.58095565930435
2019-03-31,105.43139777247194,180.56365225592168
2019-04-01,75.87687677520853,178.92425787367895
2019-04-02,97.3243280085325,178.14220355607156
2019-04-03,168.65988174860934,180.29301557175788
2019-04-04,158.6843039997184,180.4025019744992
2019-04-05,81.86810488121772,180.08700270663408
2019-04-06,117.43167915502873,177.55883268269386
2019-04-07,43.10040113496801,178.44859614753275
2019-04-08,172.19149440132063,177.87818457671372
2019-04-09,169.7549252952764,177.234392034642
2019-04-10,36.75970186670062,180.71491951639382
2019-04-11,27.213816445883943,180.58752312884246
2019-04-12,152.45101765483395,180.33298509423264
2019-04-13,88.7695139941837,182.11120678247892
2019-04-14,87.77679680937983,180.67014495800257
2019-04-15,187.15924042869116,180.30766508412066
2019-04-16,116.2188946973787,180.1716773065652
2019-04-17,144.53625169185773,180.14765086482794
2019-04-18,212.85551119232565,178.01368282584573
2019-04-19,45.82069668658016,177.84878935200902
2019-04-20,50.24318265952123,177.81398651050716
2019-04-21,56.97381011460311,178.30251392014898
2019-04-22,82.6109221172321,180.0501843063032
2019-04-23,33.481428573779056,179.76541433045756
2019-04-24,120.87699304380833,177.76229242556758
2019-04-25,105.79647724591015,177.64658326227857
2019-04-26,62.31339774214555,178.6701836073819
2019-04-27,62.30085078608246,177.73393962947208
2019-04-28,43.13191394848324,180.04367353876046
