,year,month,day,tp,ssr,temp,wind_speed,wind_direct,dvs,wlv,wst,wso,tagp,lai
149,2020,8,6,1.2291223285506063,2404870.710337015,299.11987703373904,22.98957435412899,178.3530421498321,1.03,2235,2355,567,5349,7.91
150,2020,8,7,0.0133934564540178,7604751.991028791,297.94524826964016,67.02301613114739,177.83901196908596,1.05,2208,2360,660,5452,7.84
151,2020,8,8,0.0044817196344581,13055178.093755722,300.62996904108513,31.060605662463622,178.0784346184829,1.08,2181,2365,755,5557,7.77
152,2020,8,9,0.0004401013372048,19694615.87768728,302.32231735954326,19.945097516389698,179.0039328531317,1.1,2158,2372,883,5698,7.71
153,2020,8,10,0.0083833630078439,21974918.14971513,302.8517074067665,36.89433362018335,180.0228679386923,1.13,2139,2385,1111,5950,7.67
154,2020,8,11,0.0052496901627038,18348906.060364448,303.09199904924,45.82375130511849,179.63591303238644,1.16,2120,2396,1322,6181,7.62
155,2020,8,12,0.4094543950899373,8734786.62649662,301.2738440862402,62.77512950367035,179.75894810374237,1.19,2099,2405,1475,6349,7.56
156,2020,8,13,0.3285488890945626,7519515.092810647,300.6601283854157,65.89801969485823,180.4348286909729,1.22,2077,2411,1591,6475,7.5
157,2020,8,14,0.1173090744837079,21665396.28194317,302.2281605842359,71.22198801904808,180.1768144031632,1.24,2055,2416,1677,6569,7.43
158,2020,8,15,0.0577024555524854,8098953.804940055,297.3151050815778,37.861040408204026,181.34243404847524,1.27,2038,2428,1905,6817,7.38
159,2020,8,16,0.0005485503773183,16204207.94459274,299.84807773249537,36.24799707518515,177.07198129206958,1.3,2017,2433,1990,6908,7.32
160,2020,8,17,0.0018095857274754,21466940.67548577,304.1229031566555,73.41537977527369,180.09229031211046,1.32,1998,2439,2110,7038,7.26
161,2020,8,18,0.0067251015223874,20696364.67644295,302.3586290832641,57.60567133986968,180.55009387210183,1.35,1981,2450,2318,7262,7.21
162,2020,8,19,0.1016558426822087,11306530.212128932,295.6977904210439,117.23767477206248,176.99713958933435,1.38,1965,2462,2536,7498,7.16
163,2020,8,20,0.1414579014392151,4093250.0780721866,293.7356888082899,139.30218225302795,177.64390165424535,1.41,1946,2466,2620,7587,7.11
164,2020,8,21,1.5132424201952375e-05,20788489.404820137,295.4475408036811,102.6831785546712,178.05138664034325,1.43,1929,2471,2710,7684,7.05
165,2020,8,22,5.044141400650792e-06,21850937.20685237,297.92847193614824,26.73169088057185,179.35133120174646,1.45,1914,2484,2954,7945,7.0
166,2020,8,23,0.0110428865613251,16684634.09818592,300.7856813235907,85.5716783693688,180.15094905649065,1.47,1899,2497,3195,8202,6.96
167,2020,8,24,0.2461061810073464,8555272.55297659,297.4981225117895,11.896122094277803,181.867708728446,1.49,1883,2503,3306,8320,6.91
168,2020,8,25,0.0,17762579.518075995,299.6234841714558,41.11554302367399,178.06894970108837,1.52,1867,2508,3395,8414,6.85
169,2020,8,26,0.0015510734806931,6787683.138412433,296.728218829022,39.838875583157474,177.65214538655118,1.54,1852,2467,3573,8603,6.81
170,2020,8,27,0.0005825983317725,16088836.789428787,298.98195591019174,20.781096129407786,179.75092198890064,1.56,1838,2423,3663,8698,6.76
171,2020,8,28,0.0002055487620756,22212548.290202077,300.8035993357325,37.64052395689753,180.37138804966824,1.59,1823,2384,3842,8888,6.71
172,2020,8,29,0.0,22119562.583055004,300.7326884062655,46.358556262064425,178.47728341037256,1.61,1810,2347,4060,9117,6.67
173,2020,8,30,0.0,22465245.559161928,300.1639738722181,51.6901082336899,178.0470987921734,1.64,1796,2311,4268,9336,6.62
174,2020,8,31,0.0052938263999592,17835762.713515818,298.66767714855627,65.68224286236813,182.81997286502423,1.66,1783,2275,4471,9549,6.58
175,2020,9,1,0.0,22465245.559161928,299.9162613185212,30.68197445496024,182.66124359233984,1.69,1770,2238,4665,9751,6.54
176,2020,9,2,0.0005510724480186,20030828.08732552,296.6998037159619,76.99508917034221,182.82383560108588,1.71,1758,2201,4865,9959,6.5
177,2020,9,3,0.0,21804874.84266377,296.47676410641765,62.837722514353175,181.52733214349857,1.73,1747,2164,5067,10168,6.46
178,2020,9,4,2.1437600952765867e-05,22364511.043085936,298.725490486847,77.98123642564738,180.110431121157,1.75,1736,2128,5277,10387,6.42
179,2020,9,5,2.1437600952765867e-05,22002038.980966352,300.29472779090867,96.76765616519522,180.46973867071463,1.77,1725,2092,5479,10595,6.39
180,2020,9,6,5.044141400650792e-06,19136701.634804875,300.5123761401624,32.92125419544417,180.6345451145024,1.79,1715,2056,5673,10794,6.35
181,2020,9,7,0.0330391261741142,20871573.856113583,298.9107278477667,32.08946029665209,182.80294302374864,1.82,1705,2020,5860,10986,6.32
182,2020,9,8,7.314005030917281e-05,20647719.37594472,299.4071994939225,36.34307757405497,182.1618373051145,1.84,1696,1984,6046,11176,6.29
183,2020,9,9,0.0027414908512414,17896892.206177313,298.9951486412554,31.764113465372954,181.21490375075052,1.86,1687,1948,6229,11364,6.26
184,2020,9,10,1.891553025244047e-05,21067877.01564628,296.370270859034,85.60621140825924,177.16764666491898,1.88,1678,1912,6408,11546,6.23
185,2020,9,11,0.0005498114126685,13211445.740488987,293.8664110136847,95.18897486050314,177.1616630999163,1.9,1639,1877,6585,11725,6.1
186,2020,9,12,0.0212257470138431,12932058.129662843,293.8798891644108,104.83024688951316,177.49685352675337,1.92,1632,1841,6737,11879,6.08
187,2020,9,13,0.0019470385806424,17723404.984046444,295.81852293825347,60.096970147803496,178.65956855212676,1.94,1532,1805,6845,11989,5.74
188,2020,9,14,0.0357604404597531,14371184.143517686,296.29228786459794,65.44400326728194,179.9389386384035,1.96,1467,1771,7010,12154,5.51
189,2020,9,15,0.0433493511969981,12079258.658096457,296.5257611484688,83.26340024985832,180.3213589684028,1.98,1327,1736,7102,12247,5.02
190,2020,9,16,0.0,20673548.739041124,295.5231135876344,54.699680638359325,182.48721153877287,2.0,1163,1701,7225,12370,4.44
191,2020,9,17,1.261035350162698e-06,20396313.575139683,294.9854780834964,71.73679282314559,181.51058018230236,2.02,1163,1667,7367,12513,4.44
192,2021,6,14,0.1370462272113454,4032898.286624439,298.2519708645579,21.740464772295105,178.5982309940796,0.0,8,3,0,10,0.01
193,2021,6,15,0.000842409671561,16051736.333453184,295.880269665925,75.4640283035128,177.83393372282367,0.02,8,3,0,11,0.01
194,2021,6,16,0.0662652846382401,11579480.026577974,297.8268135839021,25.68186502167237,180.3930430036554,0.03,9,3,0,12,0.01
195,2021,6,17,0.0109285193770867,9494240.335275024,295.58205933896585,42.11356261415788,180.97512025363608,0.05,10,3,0,13,0.02
196,2021,6,18,0.0,26770645.454709843,299.9385466862478,54.37910670335444,180.7942706296852,0.07,10,4,0,14,0.02
197,2021,6,19,1.4253970753996814e-05,27549480.320778277,302.2428926778516,73.74109751671901,180.63958585129603,0.09,12,4,0,16,0.02
198,2021,6,20,2.2806353206394903e-05,27500263.483343795,303.5861869721475,28.535751367392525,179.274411667307,0.11,14,5,0,18,0.02
199,2021,6,21,0.0004988889763897,26599249.976977486,302.6259619396005,24.493709132947544,180.06412295850566,0.13,16,6,0,22,0.03
200,2021,6,22,0.0,26895414.45487269,300.7127002637306,96.43067600450266,178.2991242534707,0.15,18,7,0,25,0.03
201,2021,6,23,0.0071626203038817,22351923.25171073,301.9563994253276,56.81711725320955,178.99446961228094,0.17,21,9,0,29,0.04
