,year,month,day,tp,ssr,temp,wind_speed,wind_direct,dvs,wlv,wst,wso,tagp,lai
566,2022,2,16,-1.6653345369377348e-16,15466081.542970896,268.536868001461,160.11294642469937,178.01008494923678,0.28,195,27,0,222,0.38
567,2022,2,17,-1.6653345369377348e-16,14682890.411506357,271.0093024105132,78.58544801721308,179.4838358913276,0.28,195,27,0,222,0.38
568,2022,2,18,0.0014676709921477,10413374.9608404,271.73213421587,66.93324451931085,176.933767954122,0.28,195,27,0,222,0.38
569,2022,2,19,6.788487475074823e-06,16980596.84355133,270.4754557787464,86.87861422687071,182.47642416624524,0.28,195,27,0,222,0.38
570,2022,2,20,-1.6653345369377348e-16,16939103.273672413,274.4938229591455,84.84584325387227,181.0479816725345,0.28,195,27,0,222,0.38
571,2022,2,21,-1.6653345369377348e-16,17029870.45778254,273.83863787374344,115.583531060207,177.886562800031,0.28,195,27,0,222,0.38
572,2022,2,22,1.2219277455267907e-05,17097729.73352202,272.06720590154123,83.08963732585863,177.93096494201438,0.28,195,27,0,222,0.38
573,2022,2,23,2.308085741565408e-05,17376514.656145986,275.8257184682546,111.23075059702204,180.34073676066023,0.28,195,27,0,222,0.38
574,2022,2,24,-1.6653345369377348e-16,16881185.165716425,279.29981078095693,222.0066826992027,180.37034944287237,0.28,195,27,0,222,0.38
575,2022,2,25,1.2219277455267907e-05,17108967.575364225,282.4731564177985,208.17916506155208,180.43373111422417,0.28,195,27,0,222,0.38
576,2022,2,26,-1.6653345369377348e-16,17934084.501393918,280.5565804271411,26.377437091371288,180.44431295534744,0.29,195,27,0,222,0.38
577,2022,2,27,1.629236994041272e-05,17744337.864135124,283.42264273877805,203.23519868325644,180.1585658789295,0.3,195,27,0,222,0.38
578,2022,2,28,6.788487475074823e-06,13266057.890015872,283.58909927439646,59.74887866144232,182.51763126608657,0.3,195,27,0,222,0.38
579,2022,3,1,-1.6653345369377348e-16,18373224.782612447,278.63334617505893,68.24495669190343,180.87422327166092,0.31,195,27,0,222,0.38
580,2022,3,2,9.503882465171363e-06,18655467.502726324,283.73849971568023,103.59966826304206,180.47723363089784,0.32,202,29,0,231,0.4
581,2022,3,3,2.036546242555753e-05,18363283.614828955,286.50380641836034,134.72382323021208,180.5901635037513,0.32,218,32,0,250,0.42
582,2022,3,4,5.430789980026551e-06,18077583.09722517,284.03201047273234,63.70546814864267,177.31498899453817,0.33,242,38,0,280,0.46
583,2022,3,5,2.172315992060581e-05,19280896.62371373,280.84470984961695,84.58978138511083,178.6486846541783,0.34,268,45,0,313,0.5
584,2022,3,6,7.738875721761268e-05,15534373.04339661,281.52798732568795,196.56423911304532,180.30597945782628,0.35,292,51,0,342,0.54
585,2022,3,7,2.851164739584716e-05,19213037.347974256,285.1925241569498,56.55583390060831,180.0521512261599,0.35,314,56,0,370,0.58
586,2022,3,8,-1.6653345369377348e-16,18946354.71656497,289.0353138956694,124.65616910657172,180.10679911979088,0.36,336,62,0,398,0.61
587,2022,3,9,1.9007764930509263e-05,18232751.759584863,289.1413292271217,127.46110089865256,180.12635868295982,0.37,358,67,0,426,0.65
588,2022,3,10,1.7650067435460992e-05,18920853.46007689,289.8836493684293,108.7225670399906,180.02957675385832,0.38,395,77,0,471,0.71
589,2022,3,11,0.0007793183621579,17029006.008410063,287.5764249711672,80.72412096961841,178.32445703673443,0.39,435,87,0,522,0.77
590,2022,3,12,0.345540800977431,3643007.475597277,282.57281751802805,1.881201279564152,180.99529744094707,0.4,476,97,0,573,0.83
591,2022,3,13,0.0005933138053362,11534133.57225737,284.040888154632,34.95987917152606,177.32612833226366,0.41,500,103,0,603,0.87
